"","8_0149.leaf","8_0157.leaf","8_0158.leaf","8_0160.leaf","8_0162.leaf","8_0167.leaf","8_0171.leaf","8_0174.leaf","8_0302.leaf","8_0307.leaf","8_0318.leaf","8_0326.leaf","8_0327.leaf","8_0328.leaf","8_0330.leaf","8_0580.leaf","8_0589.leaf","8_0593.leaf","8_0606.leaf","8_0608.leaf","8_0609.leaf","8_0612.leaf","8_0617.leaf","8_0773.leaf","8_0775.leaf","8_0776.leaf","8_0790.leaf","8_0803.leaf","8_1012.leaf","8_1013.leaf","8_1023.leaf","8_1032.leaf","8_1043.leaf","8_1047.leaf","8_1048.leaf","8_1361.leaf","8_1370.leaf","8_1377.leaf","8_1378.leaf","8_1382.leaf","8_1384.leaf","8_1388.leaf","8_1389.leaf","9_0155.leaf","9_0159.leaf","9_0161.leaf","9_0169.leaf","9_0171.leaf","9_0179.leaf","9_0191.leaf","9_0290.leaf","9_0292.leaf","9_0298.leaf","9_0302.leaf","9_0305.leaf","9_0330.leaf","9_0334.leaf","9_0580.leaf","9_0583.leaf","9_0588.leaf","9_0589.leaf","9_0590.leaf","9_0599.leaf","9_0769.leaf","9_0775.leaf","9_0776.leaf","9_0781.leaf","9_0789.leaf","9_0799.leaf","9_0802.leaf","9_0804.leaf","9_1014.leaf","9_1027.leaf","9_1041.leaf","9_1043.leaf","9_1046.leaf","9_1047.leaf","9_1354.leaf","9_1355.leaf","9_1356.leaf","9_1358.leaf","9_1364.leaf","9_1370.leaf","9_1382.leaf","JAM_3C.leaf","JAM_E1.leaf","JAM_E3.leaf","JAM_E4.leaf","8_0149.root","8_0157.root","8_0158.root","8_0160.root","8_0162.root","8_0167.root","8_0171.root","8_0174.root","8_0302.root","8_0307.root","8_0318.root","8_0326.root","8_0327.root","8_0328.root","8_0330.root","8_0580.root","8_0589.root","8_0593.root","8_0606.root","8_0608.root","8_0609.root","8_0612.root","8_0617.root","8_0773.root","8_0775.root","8_0776.root","8_0790.root","8_0803.root","8_1012.root","8_1013.root","8_1023.root","8_1032.root","8_1043.root","8_1047.root","8_1048.root","8_1361.root","8_1370.root","8_1377.root","8_1378.root","8_1382.root","8_1384.root","8_1388.root","8_1389.root","9_0155.root","9_0159.root","9_0161.root","9_0169.root","9_0171.root","9_0179.root","9_0191.root","9_0290.root","9_0292.root","9_0298.root","9_0302.root","9_0305.root","9_0330.root","9_0334.root","9_0580.root","9_0583.root","9_0588.root","9_0589.root","9_0590.root","9_0599.root","9_0769.root","9_0775.root","9_0776.root","9_0781.root","9_0789.root","9_0799.root","9_0802.root","9_0804.root","9_1014.root","9_1027.root","9_1041.root","9_1043.root","9_1046.root","9_1047.root","9_1354.root","9_1355.root","9_1356.root","9_1358.root","9_1364.root","9_1370.root","9_1382.root","JAM_3C.root","JAM_E1.root","JAM_E3.root","JAM_E4.root"
"OTU_196",108,801,0,4,0,1,99,0,3,5,229,0,7,3,388,8,58,56,0,8,5,5,0,426,0,4,5,14,0,48,5,3,0,1,9,0,12,34,0,21,4,10,170,0,0,1,59,36,178,0,1,13,2,94,0,0,10,156,10,0,11,1,247,2,0,1,0,0,0,28,1,36,0,6,10,2,6,15,5,407,5,72,20,400,0,4,0,55,2,81,2,6,48,3,311,2,10,9,2,34,261,1,79,0,19,3,2,7,225,208,0,50,7,25,0,0,2,401,1,0,0,48,264,325,70,28,0,17,10,166,34,9,563,211,49,188,256,0,0,326,1,0,573,54,5,84,12,0,0,0,33,0,183,22,14,6,0,0,5,0,28,0,1,0,7,7,3,1,0,0,2,1,0,9,32,2
"OTU_197",0,1,0,5,4,0,21,0,0,0,38,67,143,0,8,8,27,15,0,0,8,57,6,8,0,0,18,0,4,4,2,0,0,39,0,0,3,29,0,1,0,158,2,3,2,1,25,5,5,0,0,4,0,15,0,0,0,11,0,0,1,0,0,1,0,0,0,0,0,3,0,15,0,0,18,0,8,17,1,0,0,0,171,0,0,0,0,227,0,0,0,0,12,0,6,0,43,51,0,0,10,0,9,0,74,235,0,0,6,1,0,14,6,3,2,28,0,9,0,0,0,3,19,2,0,52,4,0,2,3,20,0,2,16,6,28,18,0,3,56,0,0,9,61,34,693,0,0,0,1,21,0,52,6,0,6,0,0,10,0,3,1,0,0,1,0,0,24,0,0,0,0,0,13,30,0
"OTU_198",2,2,0,0,0,3,37,1,0,0,133,0,595,0,2,0,7,2,0,0,67,26,0,9,1,0,521,11,0,15,0,0,0,1,0,0,1,6,0,5,0,26,1,0,0,0,0,9,5,0,0,346,0,1,0,0,0,5,0,0,417,0,6,0,0,7,0,0,0,20,1,31,0,1,679,0,1,79,2,4,2,8,481,1,0,0,0,9,0,13,0,5,8,0,458,0,138,366,0,4,83,0,24,0,537,7,4,1,163,1,0,21,73,502,0,0,0,3,0,0,0,5,120,4,8,359,0,28,250,1,13,0,2,0,9,78,145,0,0,323,3,4,5,7,182,2,7,2,0,0,13,1,84,1,3,66,0,0,9,0,2,1,0,0,550,0,1,1,2,5,0,0,1,317,9,0
"OTU_199",0,11,0,0,0,0,24,0,0,0,20,0,161,0,31,0,23,42,0,0,134,71,0,73,0,0,85,2,0,58,0,0,0,0,0,0,0,7,0,9,0,31,0,0,0,0,0,77,11,0,0,635,0,8,0,0,0,16,0,0,344,0,11,0,0,0,0,0,0,58,0,193,0,2,7,0,1,257,9,11,0,34,130,11,0,0,0,32,0,436,0,0,28,1,34,0,47,199,0,46,98,0,33,0,62,0,0,0,70,15,0,87,269,198,0,0,0,36,0,0,0,0,96,30,23,62,0,0,838,11,0,0,18,7,110,45,218,0,0,64,0,0,42,9,102,10,0,0,0,1,174,0,79,0,58,16,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,363,93,1
"OTU_200",0,0,2,185,3,4,95,38,2976,0,0,3,0,0,0,0,0,0,608,0,0,0,0,0,0,151,0,0,9,0,3,0,0,22,0,148,117,0,13,0,14,0,2,0,1364,0,0,1,0,672,13,0,0,502,31,99,0,0,1,0,0,0,0,0,416,0,6,72,1986,5,0,0,402,0,21,32,41,1,11,0,7,0,0,34,0,49,80,0,23,0,0,158,11,20,0,0,0,0,4,2,0,1460,35,0,0,10,2,7,1,2,0,0,6,6,411,0,7,6,1,1,319,0,2,14,0,0,0,0,1,144,0,0,13,0,293,10,3,0,24,7,62,481,1,1,0,9,5,0,0,386,5,42,0,8,12,0,2,0,3,0,0,355,0,65,0,0,62,503,0,4,0,484,1,0,3,4
"OTU_201",120,7,0,4,0,0,3,0,26,0,0,0,665,0,9,3,107,2088,2,0,143,0,0,14,0,1,142,474,0,277,2,0,0,0,0,2,13,79,0,837,0,0,4,0,0,1,2,677,5,2,2,100,0,8,0,0,1,619,0,0,65,0,4,2,6,2,0,0,0,124,0,462,3,5,15,3,3,1054,1566,8,1,1493,0,3,0,5,14,76,1,1183,0,3,499,0,0,0,52,330,0,529,8,0,1,0,184,0,5,0,2,23,0,1765,31,1730,1,1,5,12,1,0,0,147,0,7,1025,305,0,958,235,13,5,3,15,15,708,0,6,0,0,5,0,2,7,208,0,88,2,0,0,11,2382,0,0,2,1125,115,0,0,9,0,316,0,0,0,76,1,2,9,0,0,0,2,0,4,545,0
"OTU_202",21,2,1,3,0,0,6,6,4,5,17,6,7,0,30,0,144,46,1,0,15,0,0,54,0,16,10,63,0,63,2,0,0,1,0,0,25,2,0,21,0,0,3,52,0,26,0,138,19,1,2,12,0,95,1,0,1,20,1,0,8,0,11,3,0,0,7,0,0,17,1,152,0,14,15,2,2,3,57,13,29,83,11,22,0,0,3,45,67,19,0,16,61,0,3,0,0,10,0,6,5,1,0,0,204,115,3,0,3,8,0,146,17,23,0,0,0,8,0,0,28,0,7,56,33,64,0,81,18,9,313,0,17,25,92,1,9,19,0,13,0,3,30,14,0,91,12,4,0,0,26,0,4,1,7,0,0,0,1,5,32,0,0,0,53,1,0,0,27,1,22,0,0,18,47,1
"OTU_203",39,105,1,0,0,0,50,0,4,0,172,2,0,0,466,3,37,77,0,0,10,2,0,151,0,2,7,14,0,52,0,0,1,0,3,4,19,13,0,32,1,14,41,0,0,0,1,14,111,1,0,19,0,56,0,0,4,100,2,0,27,0,296,1,0,0,1,1,1,17,0,62,0,3,66,2,2,24,4,200,4,46,30,250,0,0,0,32,0,70,5,0,47,0,128,0,8,13,0,29,139,0,34,0,13,3,1,0,53,112,0,41,82,50,1,0,3,254,0,0,0,11,83,351,39,17,0,9,18,376,124,2,238,146,23,31,50,0,1,112,0,5,480,27,9,45,9,5,0,1,44,1,82,0,29,0,0,0,0,0,7,0,0,0,10,0,0,18,2,0,0,0,0,9,34,3
"OTU_204",0,19,0,3,7,0,15,6,33,3,45,1,0,5,29,0,0,0,40,2,1,1,0,17,5,78,0,201,34,0,0,0,0,0,5,18,77,1,0,1,0,0,7,1,63,2,1,3,18,30,3,1,13,54,8,11,0,1,1,0,0,0,7,6,6,0,1,2,14,0,0,1,58,11,19,0,0,1,2,20,13,0,0,35,0,5,2,17,8,1,0,3,3,5,42,0,0,1,6,1,21,22,23,0,1,3,0,3,18,33,0,3,1,0,23,4,3,18,19,1,2,0,15,27,3,0,2,0,0,150,7,7,94,38,8,10,19,1,27,10,5,6,12,3,0,9,0,10,0,25,7,2,25,1,2,0,0,1,2,0,18,0,0,17,8,0,9,36,0,12,1,24,0,0,3,0
"OTU_206",1,158,0,0,0,0,17,0,0,0,38,0,0,0,179,0,14,10,0,0,0,78,0,67,0,0,4,150,0,56,0,0,0,0,0,1,0,106,0,18,1,81,1654,0,0,0,0,10,103,0,0,0,0,37,0,0,0,25,0,0,1,0,139,0,0,0,0,0,0,13,0,26,0,4,3,0,0,0,0,690,0,6,45,87,0,0,0,57,0,15,0,0,21,0,6,0,0,1,0,20,9,0,22,0,0,3,0,2,23,137,0,3,0,2,0,0,0,26,0,0,0,240,16,334,1,19,0,4,7,12,33,0,499,101,7,67,82,0,0,50,0,0,31,70,2,136,0,1,0,0,5,0,32,1,2,0,1,0,16,0,426,0,0,0,2,0,0,0,0,0,0,0,0,1,9,2
"OTU_207",0,230,0,0,0,0,137,0,0,2,122,0,0,0,180,0,0,0,0,0,0,0,0,57,4,0,0,82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,1,0,650,0,0,0,0,22,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1868,3,0,0,113,0,0,1,0,0,0,0,5,0,0,250,0,16,0,0,0,138,0,381,0,0,1,1,0,732,169,0,0,0,0,0,0,0,238,0,0,0,10,562,84,0,0,0,0,0,312,0,0,199,773,0,213,144,0,0,1136,0,0,388,7,8,66,0,1,0,0,0,3,186,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"OTU_208",17,89,0,12,0,0,47,0,6,0,57,0,0,0,52,0,24,0,0,0,0,18,0,9,0,13,1,106,0,5,1,0,0,0,3,0,8,209,0,44,0,21,27,0,4,0,4,7,35,6,0,6,5,14,0,0,0,0,0,0,0,0,27,0,0,0,1,0,0,8,0,3,1,0,0,3,0,29,6,151,0,0,26,19,0,0,0,262,7,0,2,0,0,0,39,0,36,1,0,6,120,1,24,0,11,2,0,0,53,42,0,7,0,14,18,0,0,171,0,0,0,130,91,58,2,6,0,7,5,53,0,0,83,56,0,17,54,0,0,30,0,2,160,228,180,622,0,0,0,113,2,0,11,3,0,12,0,0,0,0,140,0,0,0,6,0,0,12,0,0,0,0,0,6,25,0
"OTU_210",4,36,0,4,0,4,88,0,0,0,95,0,813,0,6,0,12,26,0,0,672,99,0,30,0,0,604,1,0,32,7,0,0,0,0,0,0,25,0,5,0,75,6,0,0,2,49,9,8,0,0,408,0,8,1,0,1,3,0,0,483,0,15,0,0,0,2,0,0,203,0,14,0,7,165,0,3,158,4,13,0,34,278,15,2,0,0,31,0,37,0,0,20,0,129,0,35,95,0,9,350,0,54,2,659,1,0,1,329,20,0,54,121,196,0,3,4,52,1,1,0,4,174,30,6,369,0,1,353,11,4,0,66,4,18,538,436,0,0,116,0,2,75,5,189,12,0,0,0,0,161,0,130,8,34,95,1,0,7,0,1,0,0,0,305,0,0,0,1,0,0,0,0,408,26,1
"OTU_211",0,75,3,0,0,0,92,0,2,0,25,2,171,8,42,3,99,31,3,0,799,158,2,50,0,1,323,0,0,59,0,0,0,3,0,0,71,73,1,26,1,205,1,5,3,3,0,97,62,0,1,170,3,23,1,0,3,126,3,0,80,0,58,0,0,0,0,0,3,552,0,193,0,5,150,7,10,73,17,46,4,74,650,33,0,0,2,32,0,205,0,16,74,1,361,0,284,129,0,63,138,2,62,0,207,2,9,36,448,9,0,124,255,70,6,2,0,29,2,0,2,141,75,31,121,293,0,0,611,48,0,0,51,121,28,306,214,0,2,39,10,0,34,70,463,49,8,4,0,0,156,5,123,1,33,82,2,0,21,0,1,0,1,0,153,0,1,50,0,0,0,0,0,204,78,1
"OTU_212",13,1,55,3,19,3,0,0,0,0,2,344,14,0,3,52,21,12,2,0,12,25,14,4,0,1,8,0,8,7,1,0,0,20,0,0,18,8,1,5,1,84,0,4,1,7,0,35,3,0,0,2,1,1978,0,3,5,18,0,0,22,1,2,0,3,7,0,0,1,20,0,11,0,0,30,2,2,2,499,5,0,6,37,1,0,3,2,25,0,2,0,40,32,127,7,5,190,8,0,18,2,1,0,0,24,382,0,2,3,5,1,6,22,33,0,39,0,0,3,0,3,2,0,0,3,34,4,1,13,8,43,0,1,3,105,2,0,0,1,11,0,0,6,157,16,572,0,0,0,3,144,0,4,1,7,483,36,0,18,20,1,1,6,0,7,7,0,0,5,0,4,1,0,291,29,0
"OTU_213",1,86,1,0,0,0,106,0,0,0,160,0,69,0,114,0,14,32,0,0,263,260,1,8,0,1,92,29,0,69,0,0,0,1,2,2,4,85,0,19,0,26,68,0,0,0,3,90,47,0,0,314,0,51,0,0,1,82,0,0,58,0,173,0,0,0,0,0,0,177,0,115,0,0,106,0,0,59,41,84,4,64,174,54,0,0,0,79,0,89,0,0,34,0,104,0,104,216,0,34,228,0,59,0,33,0,0,0,86,65,0,129,422,57,0,0,0,100,1,0,0,118,37,72,58,409,0,0,94,105,21,0,69,152,140,91,97,0,0,100,0,0,168,149,139,162,0,1,0,0,251,0,61,2,36,34,0,0,2,0,94,0,0,1,154,0,0,0,0,0,0,0,0,239,86,0
"OTU_214",0,79,12,2,0,0,143,38,2,3,24,49,1,1,38,0,4,19,178,0,0,0,12,11,0,44,0,0,5,10,5,15,0,492,21,1,55,17,1863,13,724,6,26,102,7,463,9,16,11,3,487,20,4,2136,9,0,0,13,0,0,0,9,1,1,1,0,38,0,20,0,0,12,2,16,0,2,154,0,16,20,21,1,5,48,0,0,5,9,3,7,0,335,0,19,146,2,4,1,14,12,90,45,25,0,1,277,0,29,36,4,0,101,0,6,18,2,0,28,34,293,496,17,17,102,6,20,1,1,0,69,21,32,30,86,1,23,164,443,0,373,2,0,4,30,0,61,0,31,0,75,5,176,12,30,5,2,6,0,316,0,26,4,0,28,0,2,1,1,1,5,1,1,0,0,27,6
"OTU_215",0,2,0,1,0,0,1,0,3,0,0,0,154,2,7,0,411,1082,0,0,87,10,0,14,1,4,245,2,0,610,7,0,0,3,0,2,24,25,0,335,0,11,33,3,2,3,50,457,0,0,0,159,0,10,0,1,0,450,2,0,189,0,1,0,0,0,1,0,0,361,0,231,2,1,10,0,51,86,278,8,0,557,17,22,0,1,3,51,1,759,6,0,646,0,5,0,57,134,0,312,3,0,3,0,130,1,1,4,7,6,0,471,520,203,2,2,0,11,0,0,0,37,0,13,341,881,1,0,80,2,6,0,9,2,450,3,9,0,0,15,0,0,29,80,25,91,18,0,0,15,1236,0,0,14,674,61,1,0,3,0,0,0,0,0,178,0,0,1,0,0,0,1,0,127,1053,0
"OTU_216",26,1291,0,0,0,0,91,0,0,4,90,1,68,3,490,3,130,191,0,0,24,3,0,280,0,1,5,98,0,153,0,0,0,0,0,0,0,66,0,27,0,0,255,0,0,0,0,274,488,0,0,87,0,178,0,0,0,661,0,0,4,0,681,0,0,0,0,0,0,121,0,139,0,0,2,0,0,104,54,2280,0,299,2,882,0,0,0,1151,0,108,0,0,176,1,182,0,0,1,0,82,531,0,94,0,250,0,0,0,580,267,0,327,9,145,0,0,0,1687,6,0,0,81,692,242,627,251,0,3,57,295,0,0,1019,676,78,167,312,0,0,986,0,0,1560,291,21,266,12,0,0,0,36,1,307,0,47,4,1,0,0,0,22,0,0,0,9,0,0,0,0,0,0,0,1,17,21,3
"OTU_218",57,107,0,14,0,0,102,21,0,0,161,15,52,3,271,0,93,111,0,0,44,66,4,303,0,5,21,12,0,43,2,7,0,0,0,2,0,86,0,17,0,76,36,49,1,44,8,73,139,0,0,115,0,42,0,0,8,113,0,0,110,0,110,1,0,0,5,0,7,39,0,83,0,2,56,3,5,53,87,281,12,86,36,103,2,1,5,253,9,53,0,109,90,0,82,2,123,38,0,41,257,0,70,0,13,66,0,5,97,57,0,169,58,65,0,35,0,101,1,0,6,221,60,85,221,80,0,35,74,148,183,9,80,89,190,112,120,0,0,178,1,0,137,137,139,376,9,0,0,6,199,0,93,5,94,23,2,0,24,0,16,0,0,0,82,0,0,0,4,0,0,0,1,81,79,1
"OTU_219",67,244,2,5,0,2,71,0,5,0,87,4,232,1,78,15,62,232,0,0,80,168,0,236,2,2,52,13,0,251,5,4,1,6,6,0,12,146,0,29,0,102,24,5,1,17,61,158,256,1,3,132,5,53,0,2,5,256,0,0,60,5,274,0,0,2,0,0,1,60,0,151,0,1,46,5,9,282,71,1097,10,495,104,809,1,2,0,78,3,423,0,8,249,0,161,8,226,127,0,123,212,0,82,0,317,8,1,18,173,153,0,201,142,560,1,0,0,600,3,0,0,83,247,120,188,575,1,8,130,153,5,9,301,144,134,58,125,4,1,197,1,0,265,65,185,107,5,0,0,12,138,1,160,29,112,94,1,0,5,0,24,1,0,1,96,0,0,16,0,1,0,1,0,49,130,0
"OTU_220",9,122,40,71,3,4,10,21,31,1,17,25,28,112,56,25,64,52,2,28,47,21,23,26,16,63,45,8,4,59,42,30,4,83,65,13,253,52,23,60,0,21,67,80,53,96,294,119,20,32,2,62,24,155,10,6,92,40,22,0,71,9,30,17,8,1,0,4,12,44,0,78,3,195,119,64,87,22,51,41,59,41,62,21,2,9,48,44,16,175,18,46,102,0,117,32,34,23,13,48,30,6,117,3,57,73,24,184,102,141,3,141,91,34,11,30,7,156,2,5,15,32,72,72,42,99,25,0,31,270,166,50,59,131,135,76,21,0,6,375,29,2,49,23,33,126,42,2,0,99,80,1,25,157,28,12,41,1,148,4,20,1,6,5,73,36,2,60,5,0,6,9,4,20,97,0
"OTU_221",1991,492,0,16,1,1,79,11,16,6,139,16,121,14,697,8,185,228,8,37,359,1644,24,129,1,16,87,1595,3,475,84,5,0,30,1,2,70,1058,3,469,2,860,46,27,7,5,708,563,478,0,5,63,7,135,5,5,52,307,6,0,107,0,56,1,6,0,4,0,4,78,2,165,7,25,58,9,6,116,2981,617,6,307,2050,133,1,7,6,678,2,311,2,37,307,0,458,4,3316,223,2,556,184,4,109,4,242,284,1,10,572,152,6,746,123,259,7,12,5,335,6,2,2,1746,150,577,314,399,9,1010,110,981,1058,10,445,1007,714,303,146,3,6,188,24,4,164,875,923,790,36,26,1,12,183,0,287,149,381,759,4,0,32,15,454,1,23,3,157,9,3,32,1,1,12,2,0,62,489,8
"OTU_222",2,92,0,0,0,0,125,0,0,0,84,0,65,0,55,0,83,209,0,0,79,74,0,104,0,0,92,11,0,303,0,0,0,1,0,0,3,31,0,19,0,63,34,0,0,0,0,159,62,0,0,158,0,50,0,0,0,197,0,0,92,0,24,0,0,0,0,0,0,233,0,133,0,0,0,1,0,21,376,151,1,198,15,39,0,0,0,46,0,82,0,1,187,3,197,0,0,81,0,108,68,0,81,0,52,2,5,0,195,39,0,143,92,81,9,0,0,51,1,0,0,45,98,40,384,498,0,0,57,76,0,0,22,55,324,96,124,0,0,423,0,0,47,91,0,196,18,0,0,1,141,0,64,0,76,1,0,0,3,0,1,0,0,0,87,0,0,0,2,0,4,0,0,55,152,0
"OTU_225",19,335,0,0,0,0,91,0,0,0,173,0,0,0,198,0,1,4,0,0,0,798,0,458,0,0,1,0,0,5,3,0,0,1,0,0,15,170,0,1,0,152,16,2,0,3,16,4,83,0,0,0,0,104,0,2,0,7,0,0,0,0,77,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,159,2,4,117,102,0,0,0,236,0,4,0,0,5,0,86,0,88,0,0,2,181,0,218,0,1,3,0,0,63,204,0,3,8,2,0,12,0,271,1,0,0,61,347,136,4,2,0,6,0,168,1,0,416,405,2,49,251,0,0,191,0,4,529,122,279,286,0,0,0,0,10,0,18,10,0,92,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,0
"OTU_227",306,24,0,48,0,0,20,0,0,0,23,0,21,5,26,29,273,333,0,0,17,27,0,22,0,1,42,70,1,267,3,0,0,0,12,0,10,109,0,57,0,12,110,0,0,2,2,212,17,0,0,38,2,29,0,0,16,618,3,0,37,6,10,3,0,0,0,0,0,101,0,202,0,0,6,0,0,38,144,40,1,349,12,14,0,0,1,234,0,318,0,1,206,0,28,12,4,11,0,193,28,0,8,0,52,3,0,7,41,14,0,219,66,90,0,0,0,14,0,0,0,338,17,27,401,114,1,11,33,53,114,0,25,31,149,40,10,0,2,31,0,2,20,204,3,441,64,0,0,0,198,0,19,1,111,1,0,0,2,0,108,0,1,0,55,14,0,2,0,0,0,0,0,33,237,0
"OTU_228",0,122,0,0,0,0,45,0,0,0,29,1,165,0,6,0,14,51,0,0,358,94,0,45,1,0,163,4,0,192,0,0,0,0,0,0,0,23,0,16,0,43,0,0,0,0,2,113,2,0,0,311,2,11,0,0,0,26,0,0,141,0,2,0,0,5,0,0,0,64,0,185,0,0,167,0,0,381,35,6,0,136,488,90,0,0,0,61,0,248,0,0,86,0,91,0,74,248,0,30,27,0,20,0,128,0,0,2,62,54,0,472,409,170,0,0,0,42,1,0,0,5,186,92,30,604,0,0,321,21,0,0,69,7,45,47,66,1,0,49,0,0,76,13,80,35,0,0,0,1,212,0,12,2,66,53,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,643,50,0
"OTU_229",0,147,0,0,0,5,36,0,1,0,15,0,53,2,107,0,1624,1519,0,0,7,0,0,251,0,0,325,0,0,767,5,0,0,0,0,0,0,1,0,270,0,1,0,0,0,0,8,171,12,0,0,63,0,0,0,0,0,891,0,0,166,0,16,0,0,0,0,0,0,450,0,264,0,0,0,0,0,138,104,25,0,1379,2,70,0,1,4,7,0,488,7,0,1233,0,40,0,1,26,0,886,5,0,7,0,130,0,0,0,14,13,0,1630,1042,58,0,0,0,260,0,0,0,1,39,24,642,543,0,0,8,14,436,0,65,194,236,5,149,0,0,53,0,0,334,0,1,1,32,0,0,1,1583,0,33,12,2085,296,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0,735,1396,0
"OTU_231",178,233,0,0,0,0,26,0,0,0,49,0,3,0,158,0,83,81,0,0,3,5,0,86,0,0,4,6,0,82,0,0,0,1,0,0,0,18,0,23,0,2,178,0,1,0,4,72,163,0,0,21,4,25,0,0,0,286,1,0,9,0,203,0,0,0,0,0,1,11,0,43,0,0,8,0,0,39,17,194,0,72,12,84,0,0,0,63,0,117,0,1,78,0,43,0,5,20,0,69,72,0,34,0,33,0,0,0,35,79,0,54,16,30,0,0,0,81,0,0,0,56,36,46,60,17,0,27,9,90,41,0,62,131,72,44,44,0,0,43,0,0,116,143,12,154,8,0,0,0,57,0,44,5,39,4,0,0,0,0,10,0,0,0,15,0,0,0,0,0,0,0,0,16,54,0
"OTU_233",568,20,0,5,0,25,64,0,2,0,66,0,7,0,24,145,70,27,5,0,1,2,7,3,12,0,4,12,7,12,1,7,0,1,8,0,0,4,20,0,0,0,148,3,8,0,12,5,20,0,0,1,4,14,0,8,5,216,17,2,1,22,19,0,1,8,1,0,0,9,0,7,0,13,26,8,0,5,0,48,4,20,1,6,4,19,1,11,0,35,4,0,20,2,75,23,3,5,0,9,32,1,15,4,5,0,0,3,29,14,3,7,10,21,7,4,5,16,0,0,1,31,31,14,27,21,1,81,1,21,26,0,6,5,9,172,10,0,1,31,3,9,1,32,3,123,45,3,1,3,15,1,22,12,12,0,0,0,8,3,56,0,0,0,2,494,2,1,2,10,0,1,1,3,27,6
"OTU_234",465,224,0,0,0,0,47,2,0,1,123,1,22,5,232,49,518,534,0,0,41,37,8,396,0,4,37,43,0,467,6,9,0,9,0,0,5,14,0,193,0,70,393,5,0,5,111,356,232,0,0,44,4,33,1,4,5,695,10,0,42,2,287,0,0,10,1,0,0,72,0,308,0,13,27,0,6,115,158,496,0,409,55,322,0,1,0,106,0,407,0,2,499,0,108,0,31,21,2,259,104,0,45,0,110,14,1,12,33,183,2,457,81,124,1,2,8,121,3,0,0,95,71,228,365,65,0,228,42,188,403,4,345,315,181,47,153,0,0,76,0,0,255,130,75,132,5,1,0,0,198,1,35,74,257,49,0,0,6,0,6,1,0,0,86,0,2,0,0,1,0,1,0,41,413,1
"OTU_235",0,4,0,0,1,0,24,0,1,0,48,1,5,0,5,0,81,1,0,0,9,692,0,0,0,0,0,0,0,103,7,0,0,1,0,0,0,3,0,15,0,1205,102,0,0,2,34,1,2,0,0,4,1,0,0,0,0,16,0,0,2,0,1,0,0,0,0,0,0,4,0,28,0,0,0,0,0,0,1,70,1,5,423,15,0,0,0,6,0,22,3,1,15,0,7,0,1624,2,0,114,1,0,34,0,1,0,0,0,5,3,0,20,17,0,0,0,0,1,0,0,0,156,184,13,1,1,0,0,2,1,35,0,11,7,10,14,10,0,0,64,0,0,8,8,1794,15,0,0,0,3,84,0,9,10,14,588,0,0,10,0,0,0,0,0,5,0,0,0,0,0,2,0,0,18,15,0
"OTU_236",20,87,7,6,0,3,120,3,26,0,122,13,4,7,90,13,10,8,0,0,14,94,66,76,4,20,5,8,5,21,43,49,0,95,31,6,100,63,4,24,0,107,59,48,4,89,263,29,64,0,0,20,3,59,0,2,9,18,10,0,8,4,36,4,1,2,2,0,1,13,0,12,3,19,74,15,737,13,11,92,2,10,181,135,0,0,4,71,4,20,11,70,14,3,256,0,157,8,0,3,172,4,147,0,8,106,0,111,81,138,0,21,2,26,2,37,0,93,1,0,3,60,127,194,7,17,2,4,12,180,22,19,189,117,29,61,230,0,2,175,0,3,111,31,16,75,17,2,0,41,13,0,126,168,1,78,22,1,254,0,12,0,9,1,11,15,3,95,0,4,4,2,0,4,18,1
"OTU_237",3,5,11,1,4,0,4,97,77,0,1,2,49,25,4,41,2,3,2,0,129,0,5,0,51,214,7,60,1400,2,24,0,2,34,21,112,7,35,132,3,1,3,1,0,237,1,0,0,1,105,3,47,1669,1,0,29,3,7,0,0,16,3,0,0,226,1,2,0,1500,4,12,2,93,8,0,63,270,33,17,2,3,9,0,0,0,0,833,9,86,5,176,50,17,826,13,10,12,243,12,8,0,476,2,0,42,4,0,3,3,0,0,3,71,187,383,8,2,0,2,0,337,14,3,33,12,6,64,0,18,0,24,963,0,0,31,3,0,51,79,17,125,65,0,25,0,41,0,0,0,36,150,0,1,0,43,4,39,6,29,0,10,7,4,3,13,2,7,5,0,0,0,1952,0,39,20,0
